12
1,2,33
2,1,33
1,3,27
3,1,27
1,4,34
4,1,34
1,5,65
5,1,65
1,6,93
6,1,93
1,7,145
7,1,145
1,8,23
8,1,23
1,9,37
9,1,37
1,10,23
10,1,23
1,11,38
11,1,38
1,12,38
12,1,38
2,3,28
3,2,28
2,4,35
4,2,35
2,5,42
5,2,42
2,6,94
6,2,94
2,7,172
7,2,172
2,8,50
8,2,50
2,9,64
9,2,64
2,10,51
10,2,51
2,11,47
11,2,47
2,12,65
12,2,65
3,4,11
4,3,11
3,5,69
5,3,69
3,6,71
6,3,71
3,7,166
7,3,166
3,8,44
8,3,44
3,9,57
9,3,57
3,10,44
10,3,44
3,11,72
11,3,72
3,12,59
12,3,59
4,5,71
5,4,71
4,6,66
6,4,66
4,7,174
7,4,174
4,8,52
8,4,52
4,9,66
9,4,66
4,10,53
10,4,53
4,11,73
11,4,73
4,12,67
12,4,67
5,6,192
6,5,192
5,7,114
7,5,114
5,8,83
8,5,83
5,9,97
9,5,97
5,10,70
10,5,70
5,11,43
11,5,43
5,12,94
12,5,94
6,7,235
7,6,235
6,8,112
8,6,112
6,9,126
9,6,126
6,10,113
10,6,113
6,11,133
11,6,133
6,12,127
12,6,127
7,8,137
8,7,137
7,9,124
9,7,124
7,10,133
10,7,133
7,11,151
11,7,151
7,12,109
12,7,109
8,9,14
9,8,14
8,10,38
10,8,38
8,11,61
11,8,61
8,12,38
12,8,38
9,10,36
10,9,36
9,11,67
11,9,67
9,12,24
12,9,24
10,11,31
11,10,31
10,12,25
12,10,25
11,12,56
12,11,56
