36
1,2,33
1,3,27
1,4,34
1,5,65
1,6,93
1,7,145
1,8,23
1,9,37
1,10,23
1,11,38
1,12,38
1,13,141
1,14,123
1,15,201
1,16,141
1,17,126
1,18,161
1,19,126
1,20,108
1,21,78
1,22,92
1,23,38
1,24,123
1,25,120
1,26,170
1,27,105
1,28,129
1,29,133
1,30,101
1,31,150
1,32,161
1,33,138
1,34,156
1,35,169
1,36,147
2,3,28
2,4,35
2,5,42
2,6,94
2,7,172
2,8,50
2,9,64
2,10,51
2,11,47
2,12,65
2,13,141
2,14,91
2,15,204
2,16,169
2,17,154
2,18,164
2,19,154
2,20,137
2,21,103
2,22,122
2,23,47
2,24,91
2,25,149
2,26,201
2,27,113
2,28,133
2,29,101
2,30,110
2,31,179
2,32,189
2,33,166
2,34,183
2,35,198
2,36,176
3,4,11
3,5,69
3,6,71
3,7,166
3,8,44
3,9,57
3,10,44
3,11,72
3,12,59
3,13,174
3,14,109
3,15,198
3,16,156
3,17,140
3,18,158
3,19,141
3,20,124
3,21,90
3,22,109
3,23,34
3,24,107
3,25,136
3,26,186
3,27,101
3,28,125
3,29,117
3,30,96
3,31,166
3,32,177
3,33,154
3,34,171
3,35,185
3,36,163
4,5,71
4,6,66
4,7,174
4,8,52
4,9,66
4,10,53
4,11,73
4,12,67
4,13,172
4,14,120
4,15,184
4,16,162
4,17,147
4,18,144
4,19,148
4,20,132
4,21,81
4,22,116
4,23,32
4,24,125
4,25,143
4,26,193
4,27,88
4,28,113
4,29,136
4,30,88
4,31,174
4,32,183
4,33,162
4,34,178
4,35,193
4,36,171
5,6,192
5,7,114
5,8,83
5,9,97
5,10,70
5,11,43
5,12,94
5,13,112
5,14,54
5,15,170
5,16,211
5,17,186
5,18,130
5,19,206
5,20,189
5,21,141
5,22,154
5,23,85
5,24,65
5,25,187
5,26,225
5,27,134
5,28,98
5,29,75
5,30,130
5,31,218
5,32,213
5,33,189
5,34,230
5,35,209
5,36,212
6,7,235
6,8,112
6,9,126
6,10,113
6,11,133
6,12,127
6,13,213
6,14,157
6,15,172
6,16,211
6,17,196
6,18,137
6,19,197
6,20,180
6,21,137
6,22,164
6,23,80
6,24,169
6,25,192
6,26,240
6,27,40
6,28,70
6,29,184
6,30,39
6,31,222
6,32,231
6,33,210
6,34,226
6,35,241
6,36,220
7,8,137
7,9,124
7,10,133
7,11,151
7,12,109
7,13,107
7,14,235
7,15,342
7,16,49
7,17,39
7,18,301
7,19,30
7,20,45
7,21,150
7,22,92
7,23,177
7,24,160
7,25,53
7,26,73
7,27,243
7,28,268
7,29,184
7,30,249
7,31,45
7,32,64
7,33,65
7,34,60
7,35,116
7,36,80
8,9,14
8,10,38
8,11,61
8,12,38
8,13,154
8,14,156
8,15,231
8,16,158
8,17,136
8,18,190
8,19,140
