36
1,2,38.8
1,3,29.7
1,4,37.4
1,5,76.8
1,6,106
1,7,170
1,8,26.4
1,9,42.4
1,10,26.8
1,11,49.9
1,12,45.9
1,13,186
1,14,139
1,15,253
1,16,186
1,17,163
1,18,212
1,19,166
1,20,147
1,21,80.9
1,22,122
1,23,42.4
1,24,143
1,25,155
1,26,226
1,27,135
1,28,161
1,29,159
1,30,138
1,31,179
1,32,210
1,33,182
1,34,196
1,35,200
1,36,180
2,3,31.5
2,4,39.3
2,5,50.7
2,6,108
2,7,205
2,8,60.9
2,9,77
2,10,62.4
2,11,43.2
2,12,80.5
2,13,165
2,14,97.8
2,15,250
2,16,226
2,17,204
2,18,208
2,19,207
2,20,188
2,21,114
2,22,162
2,23,47.9
2,24,101
2,25,195
2,26,267
2,27,141
2,28,158
2,29,117
2,30,143
2,31,219
2,32,251
2,33,222
2,34,237
2,35,241
2,36,220
3,4,9.9
3,5,82.2
3,6,79
3,7,196
3,8,51.8
3,9,67.8
3,10,53.2
3,11,67.7
3,12,71.3
3,13,183
3,14,116
3,15,242
3,16,210
3,17,187
3,18,201
3,19,190
3,20,171
3,21,97
3,22,146
3,23,31.2
3,24,120
3,25,179
3,26,250
3,27,124
3,28,150
3,29,135
3,30,126
3,31,202
3,32,234
3,33,206
3,34,220
3,35,224
3,36,204
4,5,73.3
4,6,73.4
4,7,204
4,8,59.5
4,9,75.6
4,10,60.9
4,11,82.3
4,12,79.1
4,13,204
4,14,135
4,15,223
4,16,218
4,17,196
4,18,182
4,19,199
4,20,180
4,21,86.2
4,22,154
4,23,28.2
4,24,141
4,25,188
4,26,259
4,27,105
4,28,131
4,29,156
4,30,100
4,31,211
4,32,243
4,33,215
4,34,229
4,35,233
4,36,212
5,6,228
5,7,128
5,8,99.3
5,9,115
5,10,83.6
5,11,51.1
5,12,113
5,13,134
5,14,53.2
5,15,207
5,16,240
5,17,229
5,18,165
5,19,241
5,20,222
5,21,158
5,22,187
5,23,91.9
5,24,70.9
5,25,239
5,26,258
5,27,171
5,28,115
5,29,86.4
5,30,173
5,31,263
5,32,242
5,33,220
5,34,252
5,35,230
5,36,255
6,7,272
6,8,128
6,9,144
6,10,130
6,11,151
6,12,148
6,13,270
6,14,190
6,15,192
6,16,286
6,17,263
6,18,152
6,19,267
6,20,247
6,21,162
6,22,222
6,23,95.9
6,24,207
6,25,255
6,26,327
6,27,36.3
6,28,78.6
6,29,224
6,30,42.1
6,31,279
6,32,311
6,33,282
6,34,297
6,35,301
6,36,280
7,8,166
7,9,151
7,10,159
7,11,184
7,12,130
7,13,122
7,14,272
7,15,433
7,16,40.3
7,17,18.8
7,18,392
7,19,20.6
7,20,39.2
7,21,167
7,22,84
7,23,222
7,24,186
7,25,39.4
7,26,79
7,27,315
7,28,341
7,29,215
7,30,272
7,31,23.9
7,32,63
7,33,51.5
7,34,48.2
7,35,104
7,36,84.5
8,9,16.1
8,10,28.1
8,11,71.2
8,12,43.1
8,13,189
8,14,175
8,15,290
8,16,192
8,17,166
8,18,249
8,19,172
8,20,150
8,21,50
8,22,100
8,23,40.1
8,24,179
8,25,149
8,26,230
8,27,172
8,28,198
8,29,172
8,30,108
8,31,173
8,32,214
8,33,185
8,34,200
8,35,204
8,36,183
9,10,27.3
9,11,62.3
9,12,29.8
9,13,170
9,14,186
9,15,319
9,16,173
9,17,147
9,18,278
9,19,153
9,20,131
9,21,51.5
9,22,71
9,23,75.9
9,24,124
9,25,120
9,26,211
9,27,201
9,28,227
9,29,153
9,30,130
9,31,143
9,32,195
9,33,166
9,34,181
9,35,185
9,36,129
10,11,35.1
10,12,29.8
10,13,170
10,14,153
10,15,268
10,16,173
10,17,148
10,18,226
10,19,153
10,20,132
10,21,83.7
10,22,108
10,23,56.9
10,24,157
10,25,140
10,26,211
10,27,150
10,28,176
10,29,141
10,30,142
10,31,163
10,32,195
10,33,167
10,34,181
10,35,185
10,36,165
11,12,64.9
11,13,139
11,14,122
11,15,275
11,16,202
11,17,176
11,18,233
11,19,182
11,20,160
11,21,126
11,22,136
11,23,92.2
11,24,126
11,25,168
11,26,239
11,27,186
11,28,182
11,29,134
11,30,187
11,31,192
11,32,221
11,33,195
11,34,209
11,35,213
11,36,184
12,13,146
12,14,186
12,15,311
12,16,149
12,17,123
12,18,269
12,19,129
12,20,107
12,21,88.3
12,22,83.1
12,23,99.8
12,24,90.2
12,25,115
12,26,186
12,27,194
12,28,218
12,29,119
12,30,195
12,31,139
12,32,168
12,33,143
12,34,157
12,35,161
12,36,133
13,14,150
13,15,340
13,16,106
13,17,104
13,18,299
13,19,110
13,20,88.1
13,21,215
13,22,122
13,23,227
13,24,64
13,25,125
13,26,127
13,27,275
13,28,248
13,29,93
13,30,277
13,31,128
13,32,109
13,33,85.5
13,34,117
13,35,95.9
13,36,180
14,15,198
14,16,257
14,17,255
14,18,156
14,19,261
14,20,239
14,21,212
14,22,251
14,23,146
14,24,87.6
14,25,278
14,26,278
14,27,226
14,28,166
14,29,58.2
14,30,228
14,31,279
14,32,260
14,33,237
14,34,268
14,35,247
14,36,290
15,16,441
15,17,415
15,18,42.3
15,19,421
15,20,399
15,21,314
15,22,356
15,23,248
15,24,277
15,25,407
15,26,467
15,27,220
15,28,114
15,29,256
15,30,234
15,31,431
15,32,460
15,33,426
15,34,449
15,35,436
15,36,423
16,17,42.3
16,18,397
16,19,19.7
16,20,44
16,21,194
16,22,110
16,23,227
16,24,170
16,25,63.5
16,26,41.5
16,27,321
16,28,346
16,29,199
16,30,322
16,31,58.8
16,32,23.5
16,33,21.9
16,34,11.8
16,35,69.4
16,36,124
17,18,374
17,19,24.5
17,20,21.2
17,21,152
17,22,68.2
17,23,204
17,24,168
17,25,21.2
17,26,81.9
17,27,298
17,28,323
17,29,197
17,30,253
17,31,24.5
17,32,63.8
17,33,38.7
17,34,52.1
17,35,91.6
17,36,83.9
18,19,379
18,20,358
18,21,272
18,22,323
18,23,206
18,24,235
18,25,365
18,26,425
18,27,180
18,28,74.1
18,29,215
18,30,194
18,31,389
18,32,407
18,33,384
18,34,407
18,35,394
18,36,381
19,20,24.5
19,21,174
19,22,91
19,23,208
19,24,171
19,25,44
19,26,59.8
19,27,302
19,28,326
19,29,200
19,30,276
19,31,41.2
19,32,41.8
19,33,38.6
19,34,30
19,35,81.4
19,36,106
20,21,167
20,22,83.2
20,23,188
20,24,152
20,25,42.4
20,26,84.3
20,27,282
20,28,307
20,29,181
20,30,268
20,31,45.3
20,32,66.2
20,33,28.3
20,34,54.5
20,35,81.2
20,36,105
21,22,83.5
21,23,74.7
21,24,215
21,25,132
21,26,234
21,27,197
21,28,222
21,29,198
21,30,102
21,31,157
21,32,216
21,33,190
21,34,204
21,35,220
21,36,142
22,23,146
22,24,158
22,25,48.8
22,26,150
22,27,248
22,28,273
22,29,185
22,30,185
22,31,73
22,32,132
22,33,107
22,34,120
22,35,135
22,36,58.1
23,24,149
23,25,196
23,26,267
23,27,131
23,28,156
23,29,165
23,30,132
23,31,220
23,32,249
23,33,224
23,34,238
23,35,242
23,36,212
24,25,172
24,26,191
24,27,242
24,28,185
24,29,29.7
24,30,243
24,31,192
24,32,173
24,33,150
24,34,181
24,35,160
24,36,221
25,26,103
25,27,290
25,28,315
25,29,201
25,30,234
25,31,23.6
25,32,85.1
25,33,59.9
25,34,73.3
25,35,113
25,36,63
26,27,362
26,28,372
26,29,217
26,30,363
26,31,99.2
26,32,19
26,33,63.5
26,34,50.8
26,35,45.8
26,36,164
27,28,104
27,29,250
27,30,81.4
27,31,313
27,32,342
27,33,317
27,34,330
27,35,334
27,36,305
28,29,200
28,30,127
28,31,339
28,32,368
28,33,333
28,34,356
28,35,344
28,36,331
29,30,259
29,31,221
29,32,202
29,33,178
29,34,210
29,35,189
29,36,250
30,31,258
30,32,344
30,33,292
30,34,333
30,35,337
30,36,243
31,32,81.3
31,33,63.9
31,34,69.6
31,35,117
31,36,74.3
32,33,47.5
32,34,34.8
32,35,39.1
32,36,148
33,34,34.3
33,35,53.4
33,36,123
34,35,77.7
34,36,134
35,36,180
