12
1,2,38.8
1,3,29.7
1,4,37.4
1,5,76.8
1,6,106
1,7,170
1,8,26.4
1,9,42.4
1,10,26.8
1,11,49.9
1,12,45.9
2,3,31.5
2,4,39.3
2,5,50.7
2,6,108
2,7,205
2,8,60.9
2,9,77
2,10,62.4
2,11,43.2
2,12,80.5
3,4,9.9
3,5,82.2
3,6,79
3,7,196
3,8,51.8
3,9,67.8
3,10,53.2
3,11,67.7
3,12,71.3
4,5,73.3
4,6,73.4
4,7,204
4,8,59.5
4,9,75.6
4,10,60.9
4,11,82.3
4,12,79.1
5,6,228
5,7,128
5,8,99.3
5,9,115
5,10,83.6
5,11,51.1
5,12,113
6,7,272
6,8,128
6,9,144
6,10,130
6,11,151
6,12,148
7,8,166
7,9,151
7,10,159
7,11,184
7,12,130
8,9,16.1
8,10,28.1
8,11,71.2
8,12,43.1
9,10,27.3
9,11,62.3
9,12,29.8
10,11,35.1
10,12,29.8
11,12,64.9
