24
1,2,38.8
1,3,29.7
1,4,37.4
1,5,76.8
1,6,106
1,7,170
1,8,26.4
1,9,42.4
1,10,26.8
1,11,49.9
1,12,45.9
1,13,186
1,14,139
1,15,253
1,16,186
1,17,163
1,18,212
1,19,166
1,20,147
1,21,80.9
1,22,122
1,23,42.4
1,24,143
2,3,31.5
2,4,39.3
2,5,50.7
2,6,108
2,7,205
2,8,60.9
2,9,77
2,10,62.4
2,11,43.2
2,12,80.5
2,13,165
2,14,97.8
2,15,250
2,16,226
2,17,204
2,18,208
2,19,207
2,20,188
2,21,114
2,22,162
2,23,47.9
2,24,101
3,4,9.9
3,5,82.2
3,6,79
3,7,196
3,8,51.8
3,9,67.8
3,10,53.2
3,11,67.7
3,12,71.3
3,13,183
3,14,116
3,15,242
3,16,210
3,17,187
3,18,201
3,19,190
3,20,171
3,21,97
3,22,146
3,23,31.2
3,24,120
4,5,73.3
4,6,73.4
4,7,204
4,8,59.5
4,9,75.6
4,10,60.9
4,11,82.3
4,12,79.1
4,13,204
4,14,135
4,15,223
4,16,218
4,17,196
4,18,182
4,19,199
4,20,180
4,21,86.2
4,22,154
4,23,28.2
4,24,141
5,6,228
5,7,128
5,8,99.3
5,9,115
5,10,83.6
5,11,51.1
5,12,113
5,13,134
5,14,53.2
5,15,207
5,16,240
5,17,229
5,18,165
5,19,241
5,20,222
5,21,158
5,22,187
5,23,91.9
5,24,70.9
6,7,272
6,8,128
6,9,144
6,10,130
6,11,151
6,12,148
6,13,270
6,14,190
6,15,192
6,16,286
6,17,263
6,18,152
6,19,267
6,20,247
6,21,162
6,22,222
6,23,95.9
6,24,207
7,8,166
7,9,151
7,10,159
7,11,184
7,12,130
7,13,122
7,14,272
7,15,433
7,16,40.3
7,17,18.8
7,18,392
7,19,20.6
7,20,39.2
7,21,167
7,22,84
7,23,222
7,24,186
8,9,16.1
8,10,28.1
8,11,71.2
8,12,43.1
8,13,189
8,14,175
8,15,290
8,16,192
8,17,166
8,18,249
8,19,172
8,20,150
8,21,50
8,22,100
8,23,40.1
8,24,179
9,10,27.3
9,11,62.3
9,12,29.8
9,13,170
9,14,186
9,15,319
9,16,173
9,17,147
9,18,278
9,19,153
9,20,131
9,21,51.5
9,22,71
9,23,75.9
9,24,124
10,11,35.1
10,12,29.8
10,13,170
10,14,153
10,15,268
10,16,173
10,17,148
10,18,226
10,19,153
10,20,132
10,21,83.7
10,22,108
10,23,56.9
10,24,157
11,12,64.9
11,13,139
11,14,122
11,15,275
11,16,202
11,17,176
11,18,233
11,19,182
11,20,160
11,21,126
11,22,136
11,23,92.2
11,24,126
12,13,146
12,14,186
12,15,311
12,16,149
12,17,123
12,18,269
12,19,129
12,20,107
12,21,88.3
12,22,83.1
12,23,99.8
12,24,90.2
13,14,150
13,15,340
13,16,106
13,17,104
13,18,299
13,19,110
13,20,88.1
13,21,215
13,22,122
13,23,227
13,24,64
14,15,198
14,16,257
14,17,255
14,18,156
14,19,261
14,20,239
14,21,212
14,22,251
14,23,146
14,24,87.6
15,16,441
15,17,415
15,18,42.3
15,19,421
15,20,399
15,21,314
15,22,356
15,23,248
15,24,277
16,17,42.3
16,18,397
16,19,19.7
16,20,44
16,21,194
16,22,110
16,23,227
16,24,170
17,18,374
17,19,24.5
17,20,21.2
17,21,152
17,22,68.2
17,23,204
17,24,168
18,19,379
18,20,358
18,21,272
18,22,323
18,23,206
18,24,235
19,20,24.5
19,21,174
19,22,91
19,23,208
19,24,171
20,21,167
20,22,83.2
20,23,188
20,24,152
21,22,83.5
21,23,74.7
21,24,215
22,23,146
22,24,158
23,24,149
